# x y z nx ny nz
0.124951 -0.058960 0.136617 0.556630 -0.819961 -0.133515
0.137982 0.052308 0.102246 0.037062 0.893417 0.447697
0.124559 0.014574 0.009235 0.547735 0.576807 0.606037
0.099138 0.005631 0.121111 -0.540308 0.760311 -0.360547
0.081851 -0.004572 0.090301 0.124849 -0.371080 0.920170
0.140415 -0.004235 0.046247 0.817325 -0.508232 -0.271442
0.042978 0.002102 0.093630 -0.436665 -0.193637 0.878537
0.139318 -0.039008 0.139238 0.865550 0.253845 0.431725
0.065157 -0.035880 0.048731 -0.320394 -0.945121 -0.063981
0.087033 -0.006659 0.146936 -0.639939 0.767779 0.031517
0.121048 0.035925 0.034093 0.304207 0.609924 -0.731745
0.015235 0.005337 0.052862 -0.992938 -0.107002 0.051228
0.065277 0.057482 0.030624 0.089709 0.984515 -0.150607
0.070481 -0.024176 0.143118 -0.874272 0.342926 0.343585
0.084294 0.013034 0.093813 0.290482 0.100793 0.951557
0.066526 0.048140 0.002112 -0.081934 0.296579 -0.951487
0.028853 0.041851 0.062847 -0.631959 0.688074 0.356625
0.060266 0.056855 0.026910 0.020739 0.856711 -0.515380
0.127038 0.033380 0.002695 0.852558 -0.069870 -0.517941
0.112116 0.032586 0.026743 0.958534 0.283366 -0.030285
0.087155 0.051076 0.053847 0.844438 0.518070 0.136121
0.001823 0.023086 0.031180 -0.864477 0.494492 0.090314
0.045090 0.052031 0.058683 -0.580806 0.781240 0.228753
0.057179 0.008788 0.001427 0.180866 -0.006690 -0.983485
0.000826 0.012865 0.035493 -0.788024 -0.240667 0.566654
0.107360 0.045956 0.007397 -0.264079 0.916102 0.301695
0.153464 0.039520 0.090398 0.987079 0.102647 0.123041
0.138518 0.052535 0.084939 0.529228 0.806504 -0.263568
0.059289 0.045938 0.002012 -0.056878 0.237135 -0.969810
0.093154 -0.002711 0.143876 0.096315 0.719221 0.688073
0.090947 0.053593 0.004027 0.667260 0.744584 -0.018919
0.040038 -0.022277 0.017505 -0.436731 -0.688241 -0.579302
0.080669 -0.022191 0.068765 0.110697 -0.963071 0.245440
0.049701 0.036232 0.088974 -0.250777 0.794820 0.552605
0.059909 -0.032513 0.032741 -0.237842 -0.970343 0.043205
0.100560 -0.013763 0.034088 -0.160574 -0.910096 -0.382021
0.096396 -0.022652 0.013254 0.306207 -0.414587 0.856945
0.129334 -0.051613 0.129134 0.951731 -0.306206 0.021123
0.072635 0.035717 0.089312 0.165753 0.696446 0.698204
0.097800 0.046442 0.007076 0.727537 0.628972 0.274016
0.048538 -0.029027 0.032268 -0.312318 -0.948876 -0.045730
0.136282 -0.023440 0.134456 0.585448 0.356797 0.727974
0.150763 0.040812 0.098753 0.966258 0.198595 0.164027
0.089737 -0.027882 0.001531 -0.170114 -0.787226 -0.592737
0.048934 -0.013202 0.001523 -0.085608 -0.015303 -0.996211
0.025935 0.030840 0.010955 -0.029333 0.860385 -0.508800
0.125742 0.043014 0.045631 0.381432 0.820745 -0.425308
0.083902 -0.023100 0.000741 -0.005699 0.042359 -0.999086
0.090181 -0.023356 0.000793 0.000915 0.027015 -0.999635
0.153366 0.012050 0.092937 0.960660 -0.253488 0.113476
0.102181 -0.012349 0.085430 -0.118942 -0.798384 0.590284
0.063608 -0.017243 0.080540 0.126903 -0.827765 0.546535
0.039166 0.051692 0.048657 -0.452807 0.869538 0.197152
0.123066 0.039139 0.102227 -0.639014 0.606603 0.472963
0.127941 -0.012379 0.073455 0.433671 -0.840339 0.325207
0.120876 0.034434 0.119965 -0.198437 0.572055 0.795849
0.128957 -0.057087 0.147362 0.476381 -0.593512 0.648694
0.034515 0.016452 0.002043 -0.095957 0.056978 -0.993753
0.139318 -0.039008 0.139238 0.865550 0.253845 0.431725
0.137485 -0.021209 0.125385 0.702621 -0.360755 -0.613335
0.135228 0.028729 0.037131 0.664941 0.393843 -0.634619
0.132118 0.035135 0.038948 0.560298 0.565686 -0.605033
0.142043 -0.003663 0.093501 0.437321 -0.897232 -0.061030
0.051732 0.041242 0.079824 -0.295590 0.940607 0.166988
0.098206 -0.028403 0.001477 0.302840 -0.786607 -0.538087
0.150260 0.019686 0.058646 0.971323 0.170468 -0.165747
0.000931 0.019187 0.034338 -0.849528 0.377070 0.368945
0.074354 0.055606 0.030662 0.429736 0.899965 -0.073417
0.049101 -0.010235 0.001493 -0.062155 -0.002095 -0.998064
0.087387 -0.002944 0.090293 -0.041833 -0.257952 0.965252
0.033311 0.039543 0.016120 -0.449395 0.872334 -0.192553
0.124775 0.040609 0.109570 -0.793643 0.600083 0.100154
0.115987 0.044430 0.044239 0.038920 0.923339 -0.382008
0.147381 0.008114 0.071468 0.932522 -0.234890 0.274280
0.076052 0.017091 0.005444 -0.023326 0.004578 -0.999717
0.123600 0.044286 0.003466 0.709441 0.584828 -0.393280
0.099065 -0.016797 0.078336 0.100016 -0.891481 0.441880
0.144513 -0.003278 0.059603 0.874347 -0.479788 0.072942
0.108021 0.045092 0.048502 -0.239562 0.957213 -0.162337
0.096158 -0.027030 0.008921 0.355719 -0.790500 0.498572
0.110801 0.035641 0.020065 0.744169 0.645374 0.172352
0.035752 -0.023265 0.036450 -0.633543 -0.767691 -0.096301
0.068893 -0.024428 0.007317 -0.116010 -0.990981 -0.067065
0.147744 0.023916 0.053657 0.908884 0.240773 -0.340527
0.142560 0.025252 0.044347 0.828611 0.212961 -0.517737
0.050192 -0.028386 0.023460 -0.289571 -0.956106 -0.044828
0.115928 0.037495 0.015795 0.153117 0.096497 0.983485
0.091686 0.051563 0.010626 0.352660 0.860938 0.366628
0.063890 -0.018166 0.079503 -0.116718 -0.825137 0.552743
0.066015 0.055724 0.062821 0.019133 0.758349 0.651568
0.122482 0.037509 0.104896 -0.626089 0.761952 0.165652
0.054061 0.012922 0.001391 -0.016387 0.088110 -0.995976
0.127314 -0.057465 0.147553 0.209984 -0.735717 0.643916
0.094210 0.002800 0.127081 -0.025018 0.427493 0.903673
0.008409 0.030501 0.025108 -0.541258 0.837146 -0.078908
0.111339 -0.017522 0.044796 -0.099284 -0.891922 -0.441154
0.093142 0.051601 0.003623 0.356372 0.423858 -0.832672
0.134257 -0.028521 0.124449 0.960535 -0.205444 -0.187523
0.116932 0.046404 0.002390 0.072228 0.458172 -0.885924
0.130071 -0.049295 0.129262 0.959330 -0.281913 0.014503
0.060146 0.054143 0.017781 -0.024567 0.811265 -0.584162
0.118287 0.027783 0.121191 -0.315120 0.270500 0.909686
0.048409 0.046129 0.005236 -0.207356 0.971810 -0.112199
0.141798 -0.006675 0.058025 0.726100 -0.680279 -0.099992
0.132911 0.040433 0.076327 -0.211812 0.670900 -0.710654
0.108728 -0.007863 0.015571 0.374480 -0.925577 0.055432
0.110596 0.045672 0.002278 -0.072008 0.320103 -0.944642
0.124441 -0.007234 0.090933 -0.059519 -0.996851 0.052396
0.019137 0.031522 0.043534 -0.878137 0.476076 -0.047193
0.091968 -0.029004 0.002380 -0.234745 -0.887886 -0.395668
0.134823 -0.018095 0.132770 0.389493 0.404560 0.827421
0.074731 -0.018810 0.133529 0.209962 -0.675531 -0.706805
0.081524 -0.019777 0.149342 0.705800 -0.640230 0.303234
0.059043 -0.015888 0.083706 -0.048519 -0.824782 0.563365
0.044557 0.045459 0.010030 -0.371505 0.923603 -0.094558
0.050676 -0.012029 0.001409 0.558557 0.139297 -0.817686
0.078111 0.053794 0.007106 -0.327820 0.944254 0.030310
0.122810 -0.022858 0.120994 -0.983759 -0.035620 -0.175925
0.076031 -0.023473 0.153005 -0.031765 -0.389969 0.920280
0.057621 -0.029205 0.021577 -0.127070 -0.935838 -0.328725
0.149646 0.011883 0.066009 0.992238 -0.121060 0.028421
0.063371 -0.034899 0.053024 -0.252234 -0.950286 0.182576
0.096291 0.042989 0.037403 -0.145643 0.988934 -0.028240
0.130193 0.015267 0.123213 -0.008584 -0.036069 0.999312
0.137344 -0.023613 0.133626 0.725815 0.309223 0.614470
0.147976 0.007299 0.105529 0.857693 -0.261396 0.442758
0.083953 -0.020610 0.000985 -0.006523 0.152472 -0.988286
0.138183 -0.005365 0.094709 0.449372 -0.891193 0.061969
0.017960 0.030972 0.013497 -0.403939 0.651336 -0.642336
0.122886 0.022928 0.001427 0.507753 -0.016887 -0.861337
0.103211 0.008321 0.121981 -0.528534 0.844504 -0.086399
0.088683 0.012918 0.002942 -0.654186 0.329737 -0.680671
0.004208 0.012425 0.017527 -0.788567 -0.031181 -0.614157
0.084901 0.018694 0.005146 -0.035165 -0.014236 -0.999280
0.029863 -0.003146 0.009630 -0.186821 -0.855748 -0.482487
0.095853 0.019043 0.093450 -0.175506 0.288426 0.941280
0.139727 0.000618 0.117738 0.799071 -0.541188 0.261919
0.090435 0.018477 0.001712 -0.657787 0.198912 -0.726464
0.037616 -0.023376 0.052465 -0.492661 -0.858746 0.140856
0.038413 0.003380 0.091456 -0.577038 -0.237090 0.781547
0.091043 0.041687 0.017926 0.327778 0.368462 0.869941
0.121049 0.009888 0.013963 0.390690 0.463207 0.795488
0.097161 0.046903 0.003149 0.671226 0.570674 -0.473061
0.063178 0.057072 0.027895 0.147133 0.853467 -0.499946
0.030729 0.007753 0.086537 -0.688806 -0.052518 0.723041
0.073237 0.058894 0.047443 0.240720 0.964133 -0.111806
0.072178 0.051364 0.065376 0.173617 0.429801 0.886074
0.034849 0.011950 0.090397 -0.612272 0.018163 0.790438
0.132095 0.010780 0.030162 0.687360 0.012298 -0.726213
0.150077 0.044201 0.081726 0.582543 0.429719 -0.689917
0.084719 -0.022351 0.068527 0.080335 -0.992804 0.088806
0.116837 0.014216 0.013721 0.491552 0.469687 0.733328
0.098549 0.045076 0.052243 0.025330 0.999516 -0.018064
0.061348 0.020635 0.004438 0.585117 0.310552 -0.749130
0.079133 -0.008512 0.005846 -0.019761 -0.023661 -0.999525
0.041117 0.035138 0.002732 -0.367145 0.082203 -0.926524
0.106021 0.046096 0.004648 -0.292533 0.955354 0.041508
0.152767 0.018738 0.081742 0.745058 0.091137 -0.660744
0.118053 0.004267 0.018695 0.989546 -0.127305 0.067770
0.114364 0.022024 0.000944 0.034019 0.045159 -0.998400
0.089451 0.054317 0.003575 0.307643 0.780925 -0.543610
0.040322 -0.025952 0.032827 -0.526366 -0.826125 -0.201139
0.128911 -0.056392 0.148072 0.231881 -0.367431 0.900681
0.142674 -0.002865 0.049208 0.761517 -0.475075 -0.440903
0.104116 0.007102 0.126923 -0.685118 0.713405 -0.147196
0.137902 -0.011836 0.123556 0.971372 -0.091546 -0.219217
0.111158 0.017897 0.001890 -0.554327 -0.269410 -0.787489
0.113362 -0.009209 0.007218 0.172292 -0.927113 0.332832
0.131869 -0.043385 0.122561 0.978716 -0.169656 0.115462
0.083635 0.045264 0.069152 0.126714 0.962598 0.239476
0.131712 0.000688 0.001746 0.889307 -0.376698 -0.259290
0.068825 -0.026039 0.011649 -0.119699 -0.608294 -0.784634
0.044562 -0.021428 0.065259 -0.198652 -0.904949 0.376305
0.116103 -0.009906 0.001001 0.140532 -0.704667 -0.695482
0.055861 0.045023 0.001994 -0.054328 0.057262 -0.996880
0.132871 0.009135 0.002576 0.714282 0.476981 -0.512143
0.051391 -0.028979 0.027206 -0.227474 -0.967735 -0.108373
0.050423 -0.028752 0.028208 -0.305695 -0.948810 -0.079440
0.083161 0.054857 0.056092 0.549032 0.741652 0.385377
0.103708 0.003630 0.135644 0.139012 0.744072 0.653478
0.153091 0.038927 0.084719 0.946632 0.080463 -0.312112
0.129051 -0.026071 0.135625 -0.467779 0.303441 0.830124
0.133842 -0.033904 0.120274 0.967902 -0.153580 0.198944
0.099535 -0.026465 0.006523 0.408129 -0.854390 0.321634
0.045672 0.043318 0.002716 -0.210013 0.406613 -0.889134
0.125256 -0.058380 0.134611 0.547042 -0.822679 -0.154742
0.049547 -0.027335 0.020054 -0.336690 -0.870776 -0.358315
0.091179 -0.027469 0.054607 0.866712 -0.343453 0.361733
0.112002 -0.014944 0.080552 0.121098 -0.859545 0.496506
0.117584 -0.019196 0.048340 0.260992 -0.929682 -0.259950
0.079511 -0.037501 0.049224 -0.102491 -0.994470 -0.022922
0.044858 -0.015618 0.077416 -0.348884 -0.883583 0.312349
0.084381 -0.010398 0.137288 -0.421373 0.800316 0.426542
0.014769 0.010159 0.052539 -0.999277 -0.012842 0.035789
0.042121 0.043023 0.004704 -0.595113 0.575537 -0.560890
0.148858 0.025241 0.061065 0.943192 0.328508 -0.049708
0.060412 0.052599 0.016201 0.040192 0.703882 -0.709179
0.034424 -0.002940 0.085646 -0.585599 -0.357055 0.727726
0.031782 0.045530 0.053694 -0.564863 0.821253 0.080452
0.119612 0.029780 0.121038 -0.312018 0.280498 0.907726
0.074218 -0.025280 0.006783 -0.223543 -0.960804 -0.163966
0.111962 -0.020320 0.056239 -0.041766 -0.997759 -0.052278
0.042736 0.024998 0.093632 -0.372958 0.366372 0.852452
0.110426 0.005819 0.130975 0.356648 0.558451 0.748956
0.132213 0.009237 0.002175 0.464933 0.213613 -0.859189
0.048593 0.055991 0.045454 -0.244237 0.960114 0.136121
0.065639 -0.023705 0.004872 -0.122967 -0.968335 -0.217271
0.119064 -0.009032 0.001049 0.305772 -0.735206 -0.604959
0.068898 -0.019265 0.078308 0.011995 -0.803929 0.594605
0.147946 0.001518 0.095055 0.855724 -0.471805 0.212455
0.113684 0.001584 0.130007 0.713499 -0.153544 0.683625
0.145445 0.045597 0.106219 0.657230 0.619487 0.429283
0.050882 0.039466 0.002137 0.013112 0.046757 -0.998820
0.125794 0.038268 0.117921 -0.299505 0.689453 0.659509
0.066437 0.059304 0.038889 0.042089 0.910350 -0.411692
0.120592 0.015265 0.122936 -0.062112 -0.022727 0.997810
0.088846 -0.005839 0.122769 -0.292753 -0.367634 -0.882690
0.137301 -0.007561 0.045597 0.691263 -0.612710 -0.383069
0.047949 -0.021900 0.064557 0.034606 -0.931598 0.361839
0.063907 -0.024001 0.066265 -0.081085 -0.341956 0.936211
0.134798 0.050509 0.105067 -0.156931 0.857578 0.489829
0.090172 -0.005441 0.140154 -0.763177 0.588246 -0.267445
0.027869 0.043563 0.055209 -0.710560 0.702450 -0.040860
0.135406 -0.043198 0.143786 0.095695 0.417962 0.903410
0.152019 0.019469 0.108215 0.977034 0.103069 -0.186495
0.103198 -0.025752 0.001355 0.581447 -0.585858 -0.564527
0.042834 -0.025454 0.055952 -0.494562 -0.802648 0.333414
0.150734 0.020527 0.080403 0.660141 0.199868 -0.724062
0.082209 -0.025828 0.001671 -0.096183 -0.459582 -0.882912
0.129761 0.053793 0.090768 -0.240065 0.878328 0.413411
0.148097 0.019951 0.053473 0.832345 0.097058 -0.545693
0.019230 0.029268 0.060749 -0.884093 0.437078 0.165355
0.093759 -0.000923 0.129788 -0.318107 0.702398 0.636746
0.036432 0.047846 0.061076 -0.521292 0.829672 0.199748
0.079546 0.051483 0.002212 -0.164172 0.415565 -0.894625
0.062033 -0.020748 0.072448 -0.166823 -0.971454 0.168665
0.051731 0.050830 0.015567 -0.332993 0.614347 -0.715328
0.144806 0.027964 0.071887 0.890016 0.415821 0.186988
0.072502 0.051894 0.008653 -0.325563 0.944090 0.051983
0.110647 0.025309 0.000965 0.034020 0.045160 -0.998400
0.032057 0.044822 0.040238 -0.557299 0.778836 -0.287806
0.101467 -0.001048 0.139368 0.433347 0.318794 0.842959
0.113566 0.007947 0.127848 0.292498 0.602893 0.742270
0.003073 0.025737 0.028614 -0.806935 0.590189 0.023089
0.033335 0.022669 0.088535 -0.637020 0.162254 0.753578
0.075663 -0.023924 0.152657 -0.372489 -0.356457 0.856849
0.136467 -0.017968 0.118048 0.992083 -0.096504 -0.080369
0.005661 0.002686 0.021552 -0.826786 -0.487400 -0.280832
0.127407 -0.057155 0.138341 0.711784 -0.696992 -0.086983
0.129595 -0.015272 0.111878 -0.049401 -0.286032 -0.956946
0.071645 0.059082 0.046342 0.066158 0.991594 -0.111193
0.100793 0.027514 0.000986 -0.103236 0.041578 -0.993788
0.131716 -0.044233 0.121205 0.942523 -0.315457 -0.110169
0.106038 -0.017244 0.000815 0.348876 -0.131206 -0.927939
0.013742 -0.003781 0.020392 -0.377444 -0.919799 -0.107265
0.084480 -0.003478 0.124385 -0.481081 0.371019 -0.794295
0.084332 -0.001317 0.127095 -0.644759 0.758091 0.097895
0.046890 0.040490 0.079436 -0.028861 0.866942 0.497573
0.004208 0.026002 0.033279 -0.733161 0.614714 0.290863
0.098413 -0.002576 0.141583 0.461180 0.313216 0.830186
0.062728 0.000851 0.096511 -0.017607 -0.385176 0.922675
0.032363 0.037602 0.013667 -0.696367 0.595375 -0.400752
0.065388 -0.016161 0.081812 0.091559 -0.825895 0.556340
0.088364 0.016666 0.003437 -0.138806 -0.179335 -0.973946
0.051032 0.033682 0.003681 0.763217 -0.414315 -0.495826
0.131555 0.053943 0.084381 -0.047944 0.906984 -0.418428
0.033956 0.037336 0.010626 -0.753762 0.448802 -0.480019
0.106128 -0.020725 0.059281 0.066511 -0.995341 -0.069797
0.147726 0.042987 0.079390 0.402534 0.151597 -0.902765
0.091641 -0.007307 0.146405 0.485669 0.168395 0.857770
0.088300 0.054755 0.008123 0.393606 0.861054 0.321964
0.128223 0.000750 0.030454 0.624275 -0.309103 -0.717451
0.064753 -0.022741 0.066886 -0.045411 -0.776647 0.628298
0.090258 -0.024245 0.059242 0.645277 -0.562940 0.516446
0.044918 -0.028412 0.035493 -0.365119 -0.921717 -0.130861
0.061187 -0.031127 0.061043 -0.366014 -0.804742 0.467359
0.135531 0.054192 0.086427 0.275367 0.929056 -0.247038
0.100115 0.009952 0.001068 0.107218 0.423956 -0.899314
0.027273 0.034053 0.073045 -0.728628 0.568100 0.382575
0.124500 -0.058851 0.134444 0.428390 -0.889687 -0.157919
0.149863 0.013088 0.062947 0.993588 -0.111685 0.017586
0.137277 -0.006578 0.116660 0.900751 -0.377097 0.215511
0.119942 -0.012055 0.036507 0.270427 -0.611534 -0.743569
0.096381 0.000883 0.139226 -0.123992 0.861616 0.492183
0.047523 -0.005125 0.001577 -0.059929 -0.002511 -0.998199
0.072111 -0.022818 0.067032 0.000409 -0.942397 0.334496
0.147718 0.026406 0.056328 0.902883 0.374134 -0.211721
0.128160 0.011867 0.001313 0.164664 0.164657 -0.972509
0.144051 0.032368 0.060352 0.781324 0.617424 -0.091222
0.147268 0.003311 0.063089 0.935367 -0.350486 -0.047405
0.138135 0.040770 0.115863 0.228807 0.578740 0.782756
0.015973 0.024907 0.041251 -0.888607 0.458485 -0.012979
0.148105 0.032012 0.115085 0.739142 0.409490 0.534778
0.100339 -0.011018 0.015336 0.489154 -0.202570 0.848348
0.015815 0.031810 0.015860 -0.467888 0.609312 -0.640171
0.036558 -0.021936 0.022167 -0.636173 -0.667148 -0.387553
0.075435 -0.021264 0.137006 0.524724 -0.693975 -0.493015
0.155010 0.021686 0.093336 0.989930 0.020861 0.140010
0.104806 0.032045 0.085486 0.090434 0.672945 0.734144
0.080913 0.056341 0.044176 0.323908 0.855376 -0.404246
0.054201 0.048274 0.067681 0.255850 0.763622 0.592809
0.090932 -0.029400 0.039509 0.811186 -0.489104 -0.320555
0.147800 0.049289 0.089058 0.664099 0.742151 0.090468
0.097489 -0.010630 0.004328 -0.526230 0.359043 -0.770825
0.104504 0.025361 0.000663 -0.249905 0.130073 -0.959494
0.106904 -0.009650 0.000808 -0.010160 -0.005872 -0.999931
0.118413 0.029041 0.029283 0.250877 0.403613 -0.879862
0.072435 -0.014025 0.132797 -0.641262 0.757905 -0.119849
0.050411 0.044161 0.073251 0.080148 0.635304 0.768092
0.134784 -0.010680 0.046097 0.684520 -0.618612 -0.385682
0.138217 -0.022172 0.131273 0.875688 0.260714 0.406447
0.100166 -0.015563 0.000991 -0.060138 0.022051 -0.997946
0.089869 0.046772 0.051468 0.893531 0.442712 -0.074894
0.068392 -0.014401 0.004296 0.148919 0.808206 -0.569760
0.082133 -0.018857 0.001267 0.052296 0.482420 -0.874377
0.021960 0.036098 0.052904 -0.835232 0.549781 -0.011330
0.071019 0.051239 0.003572 -0.318363 0.946544 -0.051951
0.154237 0.016274 0.093915 0.971811 -0.149208 0.182538
0.128346 -0.053924 0.131980 0.888658 -0.457644 -0.029148
0.069862 -0.022734 0.139670 -0.971357 0.193883 0.137389
0.068880 -0.033822 0.029587 -0.026945 -0.952191 -0.304313
0.010081 0.014816 0.040475 0.124745 0.081058 0.988872
0.134619 -0.029909 0.116990 0.892306 0.031516 -0.450330
0.034907 -0.003882 0.008506 -0.451517 -0.673574 -0.585176
0.149717 0.047081 0.093160 0.723717 0.665015 0.184359
0.029850 0.002689 0.004519 -0.268606 -0.354270 -0.895736
0.147721 0.043840 0.105270 0.756340 0.543186 0.364553
0.139585 -0.004076 0.098320 0.528818 -0.835808 0.147566
0.079417 -0.018740 0.154062 0.368680 -0.245730 0.896489
0.126674 -0.016006 0.061812 0.350032 -0.932045 0.093641
0.133174 -0.002990 0.125682 0.274222 0.353288 0.894422
0.139071 0.053090 0.088852 0.457692 0.866713 -0.198312
0.126737 -0.056263 0.129617 0.528099 -0.819179 -0.223734
0.114067 -0.019976 0.050426 0.035796 -0.998310 -0.045785
0.152553 0.013938 0.098972 0.958808 -0.110747 0.261575
0.129542 0.044453 0.111957 -0.203788 0.758158 0.619409
0.104852 -0.020838 0.000872 0.440769 -0.233566 -0.866700
0.125869 -0.055036 0.146523 -0.540709 0.314464 0.780222
0.132715 0.001409 0.034004 0.611316 -0.348128 -0.710703
0.105290 0.024056 0.000590 0.047355 0.083919 -0.995347
0.139124 -0.045576 0.142061 0.975077 -0.210760 0.069324
0.151922 0.040782 0.082324 0.863796 0.069511 -0.499024
0.132510 -0.012730 0.066378 0.460698 -0.806908 0.369672
0.060763 -0.025732 0.065130 -0.152798 -0.436660 0.886556
0.112211 0.001112 0.131369 0.674448 -0.011827 0.738227
0.100836 0.004306 0.130443 -0.721949 0.676166 -0.146937
0.064704 0.055505 0.022064 0.204607 0.978432 -0.028405
0.136986 -0.019645 0.132058 0.716815 0.310431 0.624347
0.092999 0.018643 0.001214 -0.022682 0.036231 -0.999086
0.137234 0.052848 0.083675 0.439547 0.693777 -0.570501
0.139969 -0.003245 0.043676 0.752413 -0.550367 -0.361899
0.122231 0.003686 0.027299 0.339207 -0.237090 -0.910345
0.141895 -0.003784 0.069938 0.733522 -0.656691 0.175221
0.038206 -0.000937 0.089369 -0.538109 -0.360416 0.761931
0.023569 0.029662 0.009821 -0.194410 0.653357 -0.731662
0.059643 -0.027997 0.015362 -0.157434 -0.918100 -0.363740
0.108895 0.002905 0.099072 -0.759871 -0.531134 0.374824
0.062668 -0.022971 0.003356 -0.093888 -0.856561 -0.507432
0.089547 -0.006161 0.147592 0.414644 0.353533 0.838501
0.152068 0.020725 0.114542 0.999336 -0.002373 0.036370
0.016630 0.004917 0.009095 -0.491889 -0.262816 -0.830044
0.142969 -0.000110 0.047062 0.896789 -0.313173 -0.312557
0.136471 -0.047988 0.141873 0.332672 -0.665828 -0.667834
0.073846 0.051500 0.011749 -0.298807 0.900011 0.317324
0.098990 0.030673 0.001305 -0.103238 0.041568 -0.993788
0.053129 -0.024537 0.063962 -0.205826 -0.531176 0.821881
0.137617 -0.008507 0.122511 0.977390 0.179420 0.111882
0.060978 0.056000 0.022807 -0.147052 0.988554 0.033712
0.150245 0.016882 0.061021 0.998155 0.014074 0.059067
0.010791 0.023576 0.038342 0.163808 0.500697 0.849982
0.145009 0.000099 0.084695 0.596447 -0.672351 -0.438401
0.098909 0.002075 0.094561 -0.174997 -0.186930 0.966661
0.133341 -0.013383 0.049035 0.505248 -0.787948 -0.351940
0.143470 0.018356 0.043390 0.718259 0.177215 -0.672829
0.129103 -0.032013 0.115761 -0.264825 -0.201131 -0.943087
0.046409 0.020678 0.000439 0.460884 0.252031 -0.850921
0.150198 0.016730 0.057777 0.961203 0.049420 -0.271379
0.138795 0.036775 0.049239 0.683484 0.634501 -0.360913
0.082634 -0.023197 0.064664 0.090125 -0.906203 0.413127
0.103667 -0.005345 0.093048 -0.013676 -0.554789 0.831879
0.124560 0.003256 0.028275 0.244591 -0.246181 -0.937854
0.134288 -0.034311 0.139931 -0.051824 0.331183 0.942142
0.089509 -0.016629 0.078054 0.005879 -0.895360 0.445304
0.070849 0.050836 0.010887 -0.287883 0.900601 0.325639
0.057446 0.047507 0.003002 -0.177275 0.825760 -0.535439
0.062157 -0.018186 0.079358 0.050087 -0.994637 0.090492
0.078376 -0.026130 0.007102 -0.187887 -0.981900 -0.023909
0.050089 0.053744 0.024235 -0.236947 0.963660 -0.123351
0.079081 0.051094 0.014622 -0.241899 0.707676 0.663836
0.076537 -0.018035 0.145228 -0.683766 0.697096 0.215686
0.075402 0.053564 0.025807 0.359887 0.880371 -0.308916
0.100994 0.004272 0.129511 -0.721949 0.676166 -0.146937
0.127526 -0.055795 0.132971 0.878716 -0.446380 -0.169127
0.127047 0.031209 0.004760 0.951204 -0.279743 -0.130207
0.011186 -0.003127 0.024445 -0.445883 -0.885684 -0.129426
0.024545 0.038695 0.032006 -0.765984 0.632061 -0.117335
0.086831 0.044027 0.070484 0.111180 0.936404 0.332847
0.085168 -0.007455 0.088047 0.038257 -0.591979 0.805045
0.062080 -0.031054 0.024254 -0.268989 -0.909236 -0.317704
0.104069 -0.019512 0.070227 -0.037086 -0.990174 0.134830
0.152362 0.020826 0.111367 0.968040 -0.056017 0.244459
0.068544 -0.030096 0.063201 -0.048585 -0.600490 0.798155
0.079451 -0.035976 0.055566 0.110250 -0.941418 0.318711
0.073889 -0.017170 0.138619 -0.513051 0.772610 0.373969
0.079591 -0.018708 0.153879 0.682598 -0.460183 0.567708
0.114617 0.037707 0.093541 -0.670771 0.696081 0.256003
0.081531 0.024757 0.092037 0.316668 0.372114 0.872498
0.142370 -0.004968 0.064171 0.743820 -0.635967 0.205615
0.106494 0.044103 0.065539 -0.045837 0.991329 0.123150
0.037848 -0.013243 0.076444 -0.377796 -0.780445 0.498173
0.042824 0.004178 0.001619 -0.041465 -0.018760 -0.998964
0.116157 0.035562 0.100566 -0.584290 0.675093 0.450394
0.040792 -0.020369 0.066623 -0.348196 -0.900563 0.260282
0.100637 -0.019649 0.050983 0.229683 -0.923208 -0.308111
0.070955 -0.017154 0.134830 -0.805322 0.449675 0.386328
0.095767 -0.017837 0.075607 -0.022576 -0.891587 0.452286
0.103988 -0.020999 0.007097 0.716378 -0.570526 0.401624
0.129326 -0.051676 0.128552 0.951731 -0.306206 0.021123
0.134267 0.054756 0.090142 -0.001183 0.997413 0.071874
0.040971 -0.018099 0.070425 -0.286808 -0.685333 0.669373
0.011845 -0.002715 0.020049 -0.512584 -0.836259 -0.194753
0.120086 -0.000960 0.112891 -0.428838 -0.846862 0.314519
0.070127 0.015067 0.005550 0.035450 0.017397 -0.999220
0.124901 -0.006946 0.110239 -0.491367 -0.272452 -0.827242
0.090979 0.019471 0.001491 -0.414177 0.135795 -0.900009
0.114227 0.019975 0.119542 -0.878049 0.140281 0.457549
0.095622 -0.012742 0.131310 0.307955 -0.916595 -0.254983
0.147505 0.000379 0.092442 0.809718 -0.586313 0.024376
0.136476 -0.039514 0.141591 0.425431 0.419951 0.801654
0.063631 0.050312 0.014368 0.099304 0.649925 -0.753483
0.077367 -0.021311 0.153385 0.315435 -0.349875 0.882093
0.130125 0.012301 0.002023 0.532512 0.433409 -0.727040
0.056438 0.054192 0.019090 -0.172312 0.893648 -0.414368
0.005860 0.014462 0.040117 -0.153994 -0.094424 0.983550
0.071015 -0.031084 0.019533 0.003298 -0.835775 -0.549063
0.097244 0.037206 0.078882 -0.086181 0.807322 0.583785
0.054066 -0.029076 0.022503 0.107191 -0.986087 -0.127052
0.151978 0.018794 0.115554 0.950633 0.019926 0.309678
